id,class,img_height,img_width,height_width_dims,aspect_ratio,img_height_width
the_adidas_fleece_(xl)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_football_jacket_with_gameboy_sponsor_(m)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_football_top_(s)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_hoodie_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_hoodie_(xl)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_jacket_(m)_1_9_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_jacket_(m)_2_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_jacket_(s)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_jacket_(xl)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_jacket_(xl)_1_27_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_jacket_(xl)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_juventus_football_sweater_(m)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_la_lakers_long_sleeve_tee_(m)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_originals_jacket_(s)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_originals_shell_jacket_(l)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_originals_shell_jacket_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_originals_shell_jacket_(xxl)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_originals_sweater_(xxl)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_originals_track_jacket_(m)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_raiders_fleece_(m)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_rework_sweater_(s)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_striped_sleeve_tee_(l)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_striped_sleeve_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_sweater_(3xl)_4_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_sweater_(l)_8_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_tee_(m)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_track_gilet_(l)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_track_jacket_(l)_1_42_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_track_jacket_(l)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_track_jacket_(l)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_adidas_track_jacket_(xxl)_6_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_track_sweater_(xxl)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_adidas_v_neck_collar_tee_(l)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_alaska_souvenir_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_alex_athletics_track_jacket_(xxl)_1_2_25_06_2022.jpg,drip,590,394,590_394,0.67,590_394
the_asics_puffer_coat_(m)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_baseball_graphic_sweater_(s)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_baseball_sweater_(m)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_basketball_embroidered_tee_(m)_1_48_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_berghaus_fleece_(l)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_berghaus_fleece_(xl)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_berghaus_full_zip_fleece_(s)_1_41_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_best_company_fleece_(l)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_bobsleigh_sweater_(l)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_adidas_sweater_(s)_4_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_bootleg_benetton_embroidered_sweater_(s)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_boss_sweater_(xl)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_calvin_klein_sweater_(xl)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_bootleg_calvin_klein_towelling_sweater_(s)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_chanel_jacket_(m)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_diesel_sweater_(xl)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_hilfiger_sweater_(l)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_nike_ribbed_tee_(xl)_7_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_bootleg_nike_total_90_jacket_(l)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_ralph_lauren_polo_(l)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_schott_sweater_(l)_4_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_bootleg_timberland_hiking_jacket_(xl)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_bootleg_turkey_football_shirt_(l)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_burberry_polo_(xl)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_burberry_short_sleeve_shirt_(l)_8_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_california_tourist_sweater_(xl)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_camo_fleece_hoodie_(xl)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_cardia_10th_anniversary_tee_(xl)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_carhartt_jeans_(w38_x_l36)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_carhartt_rework_bucket_hat_(one_size)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_carhartt_rework_bucket_hat_(one_size)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w32_x_l30)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w33_x_l30)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w34_x_l32)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w34_x_l34)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w36_x_l32)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w38_x_l34)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_carhartt_trousers_(w40_x_l34)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_cas_fun_run_tee_(xl)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_cat_sweater_(xl)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_cemetery_graphic_gothic_tee_(xl)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_college_tee_(m)_5_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_embroidered_logo_tee_(l)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_full_zip_fleece_(m)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_graphic_tee_(l)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_graphic_tee_(l)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_hoodie_(m)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_hoodie_(s)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_hoodie_(xl)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_hoodie_(xl)_3_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_ijp_graphic_basketball_tee_(l)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_jacket_(xs)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_long_sleeve_spell_out_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_puffer_jacket_(s)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_rework_sweater_(m)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_rework_sweater_(xl)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_spell_out_long_sleeve_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_spell_out_sweater_(m)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_sweater_(l)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_sweater_(s)_4_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_champion_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_champion_varsity_sweater_(xl)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_cia_badge_sweater_(l)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_clearwater_beach_tourist_tee_(l)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_coca_cola_embroidered_sweater_(s)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_coca_cola_sweater_(l)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_colorado_rockies_tee_(xxl)_5_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_columbia_fleece_lined_coat_(l)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_columbia_polo_(xxl)_5_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_columbia_rain_jacket_(m)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_country_club_sweater_(l)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_crest_sweater_(xl)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_rework_bucket_hat_(one_size)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_rework_bucket_hat_(one_size)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_scrubs_trousers_(m)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_dickies_trousers_(w32_x_l30)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_trousers_(w34_x_l30)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_dickies_trousers_(w34_x_l32)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_trousers_(w36_x_l34)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_trousers_(w38_x_l32)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_dickies_work_shirt_(s)_8_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_diesel_sweater_(l)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_dior_shell_suit_jacket_(m)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_disneyland_graphic_sweater_(l)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_dog_sweater_(xl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_doing_my_best_graphic_tee_(l)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_domino_jacket_(l)_1_28_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_donald_duck_hoodie_(m)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_droopy_sweater_(xl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_eddie_dennis_graphic_tee_(m)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_ej_murphy_graphic_tee_(l)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_ellesse_sweater_(m)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_embroidered_rnli_sweater_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_coat_(l)_5_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_fila_collared_sweater_(m)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_jacket_(xl)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_long_sleeve_tee_(xxl)_5_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_fila_magic_line_coat_(xl)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_magic_line_coat_(xl)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_puffer_(s)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_puffer_(xl)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_puffer_(xl)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_striped_polo_(s)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fila_sweater_(l)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_fila_sweater_(m)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_fila_sweater_(xl)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_fila_sweater_vest_(l)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_fish_graphic_tee_(l)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_florida_pirate_graphic_tie_dye_tee_(l)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_french_souvenir_graphic_sweater_(s)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_gant_suede_bomber_jacket_(xl)_1_32_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_gap_embroidered_tee_(xl)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_gap_spell_out_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_girl_guides_sweater_(m)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_givenchy_shell_suit_jacket_(l)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_givenchy_shell_suit_jacket_(s)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_golf_graphic_sweater_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_golf_graphic_sweater_(s)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_golf_graphic_tee_(l)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_graphic_warrior_tee_(xl)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hard_rock_cafe_graphic_tee_(l)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_hard_rock_cafe_tee_(m)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_harley-davidson_polo_(xl)_9_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_hawaiian_patterned_shirt_(m)_1_37_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_helly_hansen_fleece_(l)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_helly_hansen_fleece_(m)_2_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_helly_hansen_fleece_(m)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_helly_hansen_rain_coat_(l)_1_7_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_check_rework_bucket_hat_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_jumper_(s)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_puffer_(m)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_puffer_(xl)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_puffer_(xxl)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_rework_bucket_hat_6_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_rework_bucket_hat_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_rework_bucket_hat_8_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_striped_brim_rework_bucket_hat_6_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_hilfiger_striped_jumper_(l)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_striped_rework_bucket_hat_7_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_hilfiger_striped_rugby_(l)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hilfiger_striped_shirt_(s)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_hugo_boss_bomber_jacket_(s)_1_26_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_hugo_boss_embroidered_sweater_(m)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_italy_souvenir_sweater_(l)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_italy_sweater_(xxl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_javelin_sweater_(s)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_jazzy_fleece_(l)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_jazzy_fleece_(xl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_jazzy_fleece_(xl)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_jazzy_high_neck_jumper_(xl)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_kangol_shirt_(m)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kangol_sweater_(s)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kansas_city_chiefs_hoodie_(xxl)_4_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_kappa_embroidered_logo_tee_(xl)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kappa_fleece_(xl)_1_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_kappa_jacket_(l)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kappa_puffer_(m)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kappa_puffer_jacket_(xl)_2_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_kappa_rework_bucket_hat_6_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_kappa_shell_jacket_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kappa_ski_puffer_jacket_(m)_4_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kappa_sweater_(xl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kappa_track_jacket_(xl)_2_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_kawasaki_motorcycle_jacket_(xxl)_1_15_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_keys_graphic_varsity_tee_(m)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lacoste_long_sleeve_polo_(m)_3_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_lacoste_long_sleeve_polo_(xl)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_lacoste_rework_bucket_hat_7_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_lacoste_rework_bucket_hat_8_05_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_lacoste_rugby_(xl)_2_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_leopard_sweater_(m)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_levi's_fleece_lined_over_shirt_(3xl)_1_13_25_06_2022.jpg,not_drip,590,394,590_394,0.67,590_394
the_levi's_jeans_(w31_x_l34)_1_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_levi's_ribbed_grandad_collar_tee_(l)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_looney_tunes_christmas_sweater_(m)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_looney_tunes_sweater_(s)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_looney_tunes_tweetie_pie_christmas_sweater_(xl)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lotto_embroidered_hoodie_(s)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lotto_fleece_gilet_(l)_9_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lotto_sweater_(s)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lotto_sweater_(xl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lotto_tracksuit_bottoms_(m)_1_09_12_2021.jpg,drip,590,394,590_394,0.67,590_394
the_lotto_track_jacket_(m)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_lotto_vest_jacket_(m)_6_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mark_martin_nascar_style_graphic_tee_(m)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_melting_pot_monster_graphic_tee_(xl)_5_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mickey_&_friends_fleece_hoodie_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mickey_&_minnie_sweater_(m)_1_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mickey_96_sweater_(xl)_2_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mickey_centre_of_attention_sweater_(xl)_3_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mickey_jumper_(s)_3_09_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
the_mickey_mouse_baseball_tee_(m)_7_05_12_2021.jpg,not_drip,590,394,590_394,0.67,590_394
